pressure,weight,flow,temperature
86.7505359593779,1.00526183098025,20.9096897568638,26.3077370133103
137.715931636738,0.781498079086383,11.3758673851196,22.0368890315854
127.801275825215,1.29871439349504,15.6938844668739,50.2847155805272
84.9005699713299,0.799255529657797,18.1297934863201,25.9393814060701
68.0169018148848,1.39390000426542,10.0446598984689,20.5866006565355
48.0738054862191,1.44823191469328,14.5477538132628,14.5195975278297
54.1791869084839,0.877930508503636,11.8826526491356,22.139181825512
94.9600406689908,1.13348799341322,11.748753509165,38.2156606538099
97.585488748152,1.58636310232131,12.5086269011946,24.9180718853487
80.164551701498,1.26949260633738,15.1234276004657,21.3799026056581
58.6497115654697,0.591236641077009,14.9660179511006,2.78097063341258
94.3583542131139,0.842016950342704,15.3423312809291,33.7602877864559
70.6280473304494,1.09769445228635,11.058097504123,25.0947064205288
93.3088714878153,1.04314170670197,18.4678845241005,37.1240754787103
73.6335528922134,0.897133998324467,15.5922740528589,32.8953235200434
42.7826105825184,1.60398176956805,7.62746691706021,2.26278976929301
68.2816472573054,1.34940479760689,9.71918959781999,18.7806943392636
82.4432331644351,1.18908652899075,14.6023924182564,1.82695494474883
2.27657152034307,0.540923477490806,6.76460651989927,13.5730774561384
73.0796687534537,0.719263947357131,12.1983560285576,9.11262538223449
43.370923377304,1.36156248598467,15.6502959190059,0.446538714003491
47.8327733747234,0.748193533686346,8.97066111397077,12.3886853539984
21.4755823549778,0.674314893815363,14.8436795883814,10.0186712004719
25.8524361360325,0.514121397577788,4.53593730867429,3.79260533936844
12.3876133472161,0.51893816128044,1.23276858399734,20.0349394400847
45.8497874392332,1.10793748072514,10.4233720173317,20.5137449635196
67.2470304518625,1.38795870275215,10.6557093886462,35.7577163401045
99.9546546141743,1.24263851087222,13.6044407602943,33.1675048769253
90.7536121466786,1.55672860331381,18.9458075637022,8.74671157924069
82.8202814890275,0.894391627663458,15.0265903491741,17.9995194155025
37.7941801755835,1.05331420186331,10.4790511803839,26.9423896821756
4.69096208774804,1.04448753443024,8.7427428324113,16.6323543382355
83.7444966140863,0.90773793072402,16.2701994818591,21.9540264656513
56.180819138408,0.684826785552338,10.9474741720011,28.628578112973
2.33386964672201,1.03981775359154,7.30933950912346,28.5769725299932
3.8233588402849,1.02094411786118,5.27759786566905,20.0770492507583
